Data,Hour,El_price_DAM,El_quantity,Gas_price_DAM,Gas_quantity_DAM,Inflation_RO,Inflation_EU,ROBOR 3M,Oil_price,Level_Turnu Magurele,Level_BR,Level_TL
1/1/2019,1,279,2498.3,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,2,245.54,2239.8,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,3,169.98,2092,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,4,145.52,2086.3,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,5,121,2109.7,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,6,124.33,2008,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,7,130.37,2019.2,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,8,132.69,2123.8,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,9,158.28,2129,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,10,192.12,2058,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,11,190.96,2049.3,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,12,210.36,2044.4,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,13,205.27,2078.2,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,14,191.75,2066.1,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,15,199.5,2071.8,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,16,255.79,2289.8,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,17,335.46,2749.1,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,18,343.78,2867.7,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,19,335.46,2803.9,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,20,329,2637.1,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,21,318.54,2522.3,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,22,247.44,2400.3,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,23,171.72,2194.1,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/1/2019,24,111.56,2153.6,0.14,10080000,4.19,1.4,2.99,54.06,168,130,84
1/2/2019,1,111.88,2019.4,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,2,80.01,2053.2,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,3,71.77,2066.6,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,4,36.93,2070.7,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,5,41.55,2094.6,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,6,102.8,1968.5,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,7,155.77,1952,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,8,229,2386.2,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,9,252.34,2506.1,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,10,252.34,2862.7,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,11,218.74,2823.9,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,12,191.22,2829.3,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,13,198.88,2778.9,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,14,231.84,2689.8,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,15,284.85,2535.9,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,16,305.3,2459.3,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,17,339,2886.5,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,18,349.96,3049.7,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,19,349,3032,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,20,340.73,2893.8,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,21,339,2720.3,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,22,339,2678.7,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,23,326.46,2509.2,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/2/2019,24,277.41,2311.2,0.14,10080000,4.19,1.4,2.99,54.06,180,154,96
1/3/2019,1,243.28,2346.5,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,2,210.17,2380,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,3,196.4,2397.9,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,4,196.12,2390,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,5,201.32,2307.8,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,6,228.69,2437.5,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,7,309,2659.4,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,8,540,2834.8,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,9,486.15,3378.6,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,10,495.41,3419.7,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,11,466.26,3382.9,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,12,443.18,3417.9,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,13,443.27,3323.1,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,14,391.24,3231.9,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,15,388.82,3145.2,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,16,388.73,3290.2,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,17,543.98,3477.1,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,18,450,3727.1,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,19,391.45,3681.3,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,20,354.35,3485.9,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,21,335.82,3427.4,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,22,312.87,3432.9,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,23,151.79,3217.6,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/3/2019,24,50,3259.9,0.14,10080000,4.19,1.4,2.99,53.23,183,178,107
1/4/2019,1,234.66,2840.5,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,2,139.92,2854.2,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,3,121,2929.6,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,4,118.83,2985,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,5,128.99,3000.1,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,6,221.33,3074.7,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,7,298.7,3056.3,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,8,326.26,3455.2,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,9,312.3,3520.3,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,10,322.55,3522.5,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,11,320.12,3446.7,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,12,328.74,3313.6,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,13,327.71,3301.8,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,14,329,3228.8,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,15,345.53,3228.5,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,16,395.63,3196.5,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,17,550,3304,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,18,600,3401.6,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,19,570,3373.3,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,20,559.03,3272.9,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,21,568,2951.3,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,22,488.83,2796.3,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,23,518.98,2642.6,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/4/2019,24,397.26,2461.9,0.13,180000,4.19,1.4,2.97,55.64,183,198,120
1/5/2019,1,299.66,2409.2,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,2,238.17,2314.7,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,3,209.7,2310.6,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,4,182.21,2360.6,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,5,182.21,2400.5,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,6,221.64,2452.9,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,7,267.53,2668.9,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,8,309,2907.9,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,9,309,3130.9,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,10,325.77,3202,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,11,335.73,3151.1,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,12,329,3066,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,13,318.49,2984.1,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,14,299.75,2896.4,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,15,289.7,2911.6,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,16,303.65,3084,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,17,450,3509.8,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,18,349,3625.2,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,19,349,3509.9,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,20,339,3437.1,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,21,303.95,3079.9,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,22,272.75,2661.9,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,23,255.07,2378.4,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/5/2019,24,216.07,2340.9,0.13,180000,4.19,1.4,2.94,57.1,173,218,133
1/6/2019,1,236.99,2095.4,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,2,223.69,2096.8,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,3,214.92,2037.6,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,4,199.93,1986.4,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,5,200.61,2066.5,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,6,216.02,2144.9,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,7,229,2333,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,8,225.08,2431.3,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,9,280,2646.8,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,10,307.97,2679.9,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,11,326.39,2623.9,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,12,326.91,2531.6,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,13,308.13,2458.3,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,14,268.2,2590.7,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,15,251.57,2655.7,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,16,274.83,2624.9,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,17,302.52,3013.5,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,18,331.4,3186,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,19,336.19,3170.5,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,20,319.31,3070.4,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,21,339,2942,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,22,279.19,2780.5,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,23,264.84,2738.6,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/6/2019,24,167.96,2691.3,0.13,180000,4.19,1.4,2.94,57.1,153,231,144
1/7/2019,1,228.62,2399.2,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,2,226.05,2439.8,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,3,217.38,2499.4,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,4,214.67,2505.5,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,5,219.24,2429.9,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,6,235.66,2737.5,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,7,371.03,3329.3,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,8,465.5,3704.7,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,9,521,3917.8,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,10,550,3982.6,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,11,485,4003.4,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,12,450,3986.7,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,13,439.76,3956.3,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,14,410.97,3869.4,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,15,411,3812.3,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,16,420.01,3816.8,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,17,560.02,4051.8,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,18,559.16,4106.9,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,19,550,4047.1,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,20,471.96,3895.2,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,21,359.56,3611.9,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,22,326.56,3127.7,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,23,321.6,2858.1,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/7/2019,24,288.69,2551.4,0.14,300000,4.19,1.4,2.94,57.1,130,230,145
1/8/2019,1,181.78,2741.2,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,2,170.46,2709.6,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,3,161.23,2675.3,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,4,185.47,2610.1,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,5,199.5,2506.9,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,6,294.1,2603.2,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,7,351.25,3177.8,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,8,526.27,3660.1,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,9,558,3841.7,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,10,488.83,3959.6,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,11,442.23,3892.3,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,12,440.11,3783.5,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,13,441.41,3764.2,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,14,420.24,3693.8,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,15,427.17,3655.4,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,16,422.58,3724.4,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,17,526.27,4001.2,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,18,465,4006,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,19,410.33,3915.9,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,20,382.47,3697.2,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,21,364.24,3319.4,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,22,333.31,2877.3,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,23,339,2838.5,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/8/2019,24,293.93,2609.3,0.14,300000,4.19,1.4,2.92,56.91,112,226,143
1/9/2019,1,216.82,2617.9,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,2,199.5,2509.3,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,3,169,2341.1,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,4,151,2422.6,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,5,179.99,2492.7,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,6,232.52,2818.8,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,7,349,3279.4,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,8,419.99,3645.7,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,9,450,3897.2,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,10,489.62,3876.4,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,11,450,3873.8,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,12,499.14,3788,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,13,513.44,3738,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,14,500,3649.5,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,15,440.65,3649.8,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,16,450,3639.1,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,17,550,3867.1,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,18,484.95,3928,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,19,409.93,3871.5,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,20,378.08,3656,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,21,349,3457.8,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,22,307.98,3219,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,23,270.48,3297.1,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/9/2019,24,169,2980.6,0.14,17280000,4.19,1.4,2.9,59.46,112,220,139
1/10/2019,1,199.5,3132.3,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,2,169,3059.7,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,3,160,3031.7,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,4,160,3127.3,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,5,169,3209.3,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,6,242.84,3344.3,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,7,316.95,3140.8,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,8,380.76,3576.6,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,9,450,3805.6,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,10,560,3578,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,11,560,3625.4,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,12,560,3619.7,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,13,560,3698.8,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,14,545.57,3751.3,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,15,489.77,3698.9,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,16,550,3742.9,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,17,610,3779.9,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,18,610,3896.5,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,19,600,4125.2,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,20,531.58,4033.2,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,21,405.26,3752.2,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,22,359.32,3188.5,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,23,345.54,3064.9,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/10/2019,24,331.32,3017.3,0.14,19880016,4.19,1.4,2.88,60.47,107,210,133
1/11/2019,1,324.81,2759.9,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,2,294.14,2821,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,3,259.78,2718,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,4,244.08,2561.5,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,5,244.35,2569.7,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,6,290.01,2896.1,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,7,334.55,3207.5,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,8,364.45,3644.3,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,9,397.18,3904.9,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,10,380.66,3866.8,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,11,363.6,3739.4,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,12,349.35,3730,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,13,339,3597.3,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,14,335.64,3470.6,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,15,346.09,3372.3,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,16,374.6,3519.7,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,17,600,3826.4,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,18,601.53,3647.5,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,19,600,3737.8,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,20,600,3761.6,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,21,555,3504.4,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,22,391.16,3227.4,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,23,400,3100.5,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/11/2019,24,336.4,2878.3,0.12,376800,4.19,1.4,2.88,59.24,97,200,132
1/12/2019,1,341.23,2649.4,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,2,317.67,2692.2,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,3,286.17,2759.9,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,4,270.22,2741.2,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,5,252.61,2654.5,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,6,250.75,2564.3,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,7,229,2780.4,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,8,317.34,2941.3,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,9,364.76,3036.2,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,10,360.99,3134.7,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,11,348.2,3098.3,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,12,339.09,3098.6,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,13,321.56,3003.3,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,14,294.74,2965.1,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,15,289.43,2893.7,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,16,308.87,2989.5,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,17,349,3359.4,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,18,385.8,3530.7,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,19,393.45,3398.4,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,20,390.01,3344.1,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,21,364.78,3137.3,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,22,349,2733.5,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,23,339,2655.2,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/12/2019,24,327.46,2643.8,0.12,376800,4.19,1.4,2.92,58.8,95,195,120
1/13/2019,1,327.58,2551.9,0.12,376800,4.19,1.4,2.92,58.8,81,189,116
1/13/2019,2,257.43,2398.9,0.12,376800,4.19,1.4,2.92,58.8,81,189,116
1/13/2019,3,228.89,2374.3,0.12,376800,4.19,1.4,2.92,58.8,81,189,116
1/13/2019,4,214.33,2397.8,0.12,376800,4.19,1.4,2.92,58.8,81,189,116
1/13/2019,5,210.07,2429.7,0.12,376800,4.19,1.4,2.92,58.8,81,189,116
1/13/2019,6,199.5,2549.6,0.12,376800,4.19,1.4,2.92,58.8,81,189,116
1/13/2019,7,229.4,2580.2,0.12,376800,4.19,1.4,2.92,58.8,81,189,116
1/13/2019,8,214.41,2788.8,0.12,376800,4.19,1.4,2.92,58.8,81,189,116
1/13/2019,9,280.79,2920.2,0.12,376800,4.19,1.4,2.92,58.8,81,189,116
